 
C/CHURCH, ,05:45:17,2019-06-13 05:49:49.346715
SETANTA, ,05:45:17,2019-06-13 05:49:49.346715
DAWSON, ,05:45:17,2019-06-13 05:49:49.346715
TRINITY,326,05:45:17,2019-06-13 05:49:49.346715
GREENRCS,1109,05:45:17,2019-06-13 05:49:49.346715
DRURY, ,05:45:17,2019-06-13 05:49:49.346715
B/THOMAS, ,05:45:17,2019-06-13 05:49:49.346715
PARNELL,477,05:51:17,2019-06-13 05:54:49.631727
ILAC, ,05:51:17,2019-06-13 05:54:49.631727
JERVIS, ,05:51:17,2019-06-13 05:54:49.631727
ARNOTTS, ,05:51:17,2019-06-13 05:54:49.631727
MARLBORO,139,05:51:17,2019-06-13 05:54:49.631727
ABBEY, ,05:51:17,2019-06-13 05:54:49.631727
THOMASST, ,05:51:17,2019-06-13 05:54:49.631727
C/CHURCH, ,05:51:17,2019-06-13 05:54:49.631727
SETANTA, ,05:51:17,2019-06-13 05:54:49.631727
DAWSON, ,05:51:17,2019-06-13 05:54:49.631727
TRINITY,327,05:51:17,2019-06-13 05:54:49.631727
GREENRCS,1107,05:51:17,2019-06-13 05:54:49.631727
DRURY, ,05:51:17,2019-06-13 05:54:49.631727
B/THOMAS, ,05:51:17,2019-06-13 05:54:49.631727
PARNELL,477,05:51:17,2019-06-13 05:59:49.853882
ILAC, ,05:51:17,2019-06-13 05:59:49.853882
JERVIS, ,05:51:17,2019-06-13 05:59:49.853882
ARNOTTS, ,05:51:17,2019-06-13 05:59:49.853882
MARLBORO,139,05:51:17,2019-06-13 05:59:49.853882
ABBEY, ,05:51:17,2019-06-13 05:59:49.853882
THOMASST, ,05:51:17,2019-06-13 05:59:49.853882
C/CHURCH, ,05:51:17,2019-06-13 05:59:49.853882
SETANTA, ,05:51:17,2019-06-13 05:59:49.853882
DAWSON, ,05:51:17,2019-06-13 05:59:49.853882
TRINITY,327,05:51:17,2019-06-13 05:59:49.853882
GREENRCS,1107,05:51:17,2019-06-13 05:59:49.853882
DRURY, ,05:51:17,2019-06-13 05:59:49.853882
B/THOMAS, ,05:51:17,2019-06-13 05:59:49.853882
PARNELL,476,06:01:17,2019-06-13 06:04:50.015670
ILAC, ,06:01:17,2019-06-13 06:04:50.015670
JERVIS, ,06:01:17,2019-06-13 06:04:50.015670
ARNOTTS, ,06:01:17,2019-06-13 06:04:50.015670
MARLBORO,135,06:01:17,2019-06-13 06:04:50.015670
ABBEY, ,06:01:17,2019-06-13 06:04:50.015670
THOMASST, ,06:01:17,2019-06-13 06:04:50.015670
C/CHURCH, ,06:01:17,2019-06-13 06:04:50.015670
SETANTA, ,06:01:17,2019-06-13 06:04:50.015670
DAWSON, ,06:01:17,2019-06-13 06:04:50.015670
TRINITY,327,06:01:17,2019-06-13 06:04:50.015670
GREENRCS,1106,06:01:17,2019-06-13 06:04:50.015670
DRURY, ,06:01:17,2019-06-13 06:04:50.015670
B/THOMAS, ,06:01:17,2019-06-13 06:04:50.015670
PARNELL,477,06:05:17,2019-06-13 06:09:50.186391
ILAC, ,06:05:17,2019-06-13 06:09:50.186391
JERVIS, ,06:05:17,2019-06-13 06:09:50.186391
ARNOTTS, ,06:05:17,2019-06-13 06:09:50.186391
MARLBORO,136,06:05:17,2019-06-13 06:09:50.186391
ABBEY, ,06:05:17,2019-06-13 06:09:50.186391
THOMASST, ,06:05:17,2019-06-13 06:09:50.186391
C/CHURCH, ,06:05:17,2019-06-13 06:09:50.186391
SETANTA,188,06:05:17,2019-06-13 06:09:50.186391
DAWSON, ,06:05:17,2019-06-13 06:09:50.186391
TRINITY,327,06:05:17,2019-06-13 06:09:50.186391
GREENRCS,1105,06:05:17,2019-06-13 06:09:50.186391
DRURY, ,06:05:17,2019-06-13 06:09:50.186391
B/THOMAS, ,06:05:17,2019-06-13 06:09:50.186391
PARNELL,477,06:05:17,2019-06-13 06:14:50.321946
ILAC, ,06:05:17,2019-06-13 06:14:50.321946
JERVIS, ,06:05:17,2019-06-13 06:14:50.321946
ARNOTTS, ,06:05:17,2019-06-13 06:14:50.321946
MARLBORO,136,06:05:17,2019-06-13 06:14:50.321946
ABBEY, ,06:05:17,2019-06-13 06:14:50.321946
THOMASST, ,06:05:17,2019-06-13 06:14:50.321946
C/CHURCH, ,06:05:17,2019-06-13 06:14:50.321946
SETANTA,188,06:05:17,2019-06-13 06:14:50.321946
DAWSON, ,06:05:17,2019-06-13 06:14:50.321946
TRINITY,327,06:05:17,2019-06-13 06:14:50.321946
GREENRCS,1105,06:05:17,2019-06-13 06:14:50.321946
DRURY, ,06:05:17,2019-06-13 06:14:50.321946
B/THOMAS, ,06:05:17,2019-06-13 06:14:50.321946
PARNELL,473,06:15:17,2019-06-13 06:19:50.539346
ILAC, ,06:15:17,2019-06-13 06:19:50.539346
JERVIS, ,06:15:17,2019-06-13 06:19:50.539346
ARNOTTS, ,06:15:17,2019-06-13 06:19:50.539346
MARLBORO,135,06:15:17,2019-06-13 06:19:50.539346
ABBEY, ,06:15:17,2019-06-13 06:19:50.539346
THOMASST, ,06:15:17,2019-06-13 06:19:50.539346
C/CHURCH, ,06:15:17,2019-06-13 06:19:50.539346
SETANTA,187,06:15:17,2019-06-13 06:19:50.539346
DAWSON, ,06:15:17,2019-06-13 06:19:50.539346
TRINITY,326,06:15:17,2019-06-13 06:19:50.539346
GREENRCS,1098,06:15:17,2019-06-13 06:19:50.539346
DRURY, ,06:15:17,2019-06-13 06:19:50.539346
B/THOMAS, ,06:15:17,2019-06-13 06:19:50.539346
PARNELL,471,06:21:17,2019-06-13 06:24:50.712961
ILAC, ,06:21:17,2019-06-13 06:24:50.712961
JERVIS, ,06:21:17,2019-06-13 06:24:50.712961
ARNOTTS, ,06:21:17,2019-06-13 06:24:50.712961
MARLBORO,134,06:21:17,2019-06-13 06:24:50.712961
ABBEY, ,06:21:17,2019-06-13 06:24:50.712961
THOMASST, ,06:21:17,2019-06-13 06:24:50.712961
C/CHURCH, ,06:21:17,2019-06-13 06:24:50.712961
SETANTA, ,06:21:17,2019-06-13 06:24:50.712961
DAWSON, ,06:21:17,2019-06-13 06:24:50.712961
TRINITY,324,06:21:17,2019-06-13 06:24:50.712961
GREENRCS,1097,06:21:17,2019-06-13 06:24:50.712961
DRURY, ,06:21:17,2019-06-13 06:24:50.712961
B/THOMAS, ,06:21:17,2019-06-13 06:24:50.712961
PARNELL,471,06:21:17,2019-06-13 06:29:50.875719
ILAC, ,06:21:17,2019-06-13 06:29:50.875719
JERVIS, ,06:21:17,2019-06-13 06:29:50.875719
ARNOTTS, ,06:21:17,2019-06-13 06:29:50.875719
MARLBORO,134,06:21:17,2019-06-13 06:29:50.875719
ABBEY, ,06:21:17,2019-06-13 06:29:50.875719
THOMASST, ,06:21:17,2019-06-13 06:29:50.875719
C/CHURCH, ,06:21:17,2019-06-13 06:29:50.875719
SETANTA, ,06:21:17,2019-06-13 06:29:50.875719
DAWSON, ,06:21:17,2019-06-13 06:29:50.875719
TRINITY,324,06:21:17,2019-06-13 06:29:50.875719
GREENRCS,1097,06:21:17,2019-06-13 06:29:50.875719
DRURY, ,06:21:17,2019-06-13 06:29:50.875719
B/THOMAS, ,06:21:17,2019-06-13 06:29:50.875719
PARNELL,469,06:31:17,2019-06-13 06:34:51.083030
ILAC, ,06:31:17,2019-06-13 06:34:51.083030
JERVIS, ,06:31:17,2019-06-13 06:34:51.083030
ARNOTTS, ,06:31:17,2019-06-13 06:34:51.083030
MARLBORO,132,06:31:17,2019-06-13 06:34:51.083030
ABBEY, ,06:31:17,2019-06-13 06:34:51.083030
THOMASST, ,06:31:17,2019-06-13 06:34:51.083030
C/CHURCH, ,06:31:17,2019-06-13 06:34:51.083030
SETANTA,184,06:31:17,2019-06-13 06:34:51.083030
DAWSON, ,06:31:17,2019-06-13 06:34:51.083030
TRINITY,319,06:31:17,2019-06-13 06:34:51.083030
GREENRCS,1086,06:31:17,2019-06-13 06:34:51.083030
DRURY, ,06:31:17,2019-06-13 06:34:51.083030
B/THOMAS, ,06:31:17,2019-06-13 06:34:51.083030
PARNELL,468,06:35:17,2019-06-13 06:39:51.295182
ILAC, ,06:35:17,2019-06-13 06:39:51.295182
JERVIS, ,06:35:17,2019-06-13 06:39:51.295182
ARNOTTS, ,06:35:17,2019-06-13 06:39:51.295182
MARLBORO,131,06:35:17,2019-06-13 06:39:51.295182
ABBEY, ,06:35:17,2019-06-13 06:39:51.295182
THOMASST, ,06:35:17,2019-06-13 06:39:51.295182
C/CHURCH, ,06:35:17,2019-06-13 06:39:51.295182
SETANTA,183,06:35:17,2019-06-13 06:39:51.295182
DAWSON, ,06:35:17,2019-06-13 06:39:51.295182
TRINITY,316,06:35:17,2019-06-13 06:39:51.295182
GREENRCS,1085,06:35:17,2019-06-13 06:39:51.295182
DRURY, ,06:35:17,2019-06-13 06:39:51.295182
B/THOMAS, ,06:35:17,2019-06-13 06:39:51.295182
PARNELL,468,06:35:17,2019-06-13 06:44:51.439772
ILAC, ,06:35:17,2019-06-13 06:44:51.439772
JERVIS, ,06:35:17,2019-06-13 06:44:51.439772
ARNOTTS, ,06:35:17,2019-06-13 06:44:51.439772
MARLBORO,131,06:35:17,2019-06-13 06:44:51.439772
ABBEY, ,06:35:17,2019-06-13 06:44:51.439772
THOMASST, ,06:35:17,2019-06-13 06:44:51.439772
C/CHURCH, ,06:35:17,2019-06-13 06:44:51.439772
SETANTA,183,06:35:17,2019-06-13 06:44:51.439772
DAWSON, ,06:35:17,2019-06-13 06:44:51.439772
TRINITY,316,06:35:17,2019-06-13 06:44:51.439772
GREENRCS,1085,06:35:17,2019-06-13 06:44:51.439772
DRURY, ,06:35:17,2019-06-13 06:44:51.439772
B/THOMAS, ,06:35:17,2019-06-13 06:44:51.439772
PARNELL,460,06:45:17,2019-06-13 06:49:51.612955
ILAC, ,06:45:17,2019-06-13 06:49:51.612955
JERVIS, ,06:45:17,2019-06-13 06:49:51.612955
ARNOTTS, ,06:45:17,2019-06-13 06:49:51.612955
MARLBORO,125,06:45:17,2019-06-13 06:49:51.612955
ABBEY, ,06:45:17,2019-06-13 06:49:51.612955
THOMASST, ,06:45:17,2019-06-13 06:49:51.612955
C/CHURCH, ,06:45:17,2019-06-13 06:49:51.612955
SETANTA,180,06:45:17,2019-06-13 06:49:51.612955
DAWSON, ,06:45:17,2019-06-13 06:49:51.612955
TRINITY,302,06:45:17,2019-06-13 06:49:51.612955
GREENRCS,1079,06:45:17,2019-06-13 06:49:51.612955
DRURY, ,06:45:17,2019-06-13 06:49:51.612955
B/THOMAS, ,06:45:17,2019-06-13 06:49:51.612955
PARNELL,453,06:51:17,2019-06-13 06:54:51.814383
ILAC, ,06:51:17,2019-06-13 06:54:51.814383
JERVIS, ,06:51:17,2019-06-13 06:54:51.814383
ARNOTTS, ,06:51:17,2019-06-13 06:54:51.814383
MARLBORO,123,06:51:17,2019-06-13 06:54:51.814383
ABBEY, ,06:51:17,2019-06-13 06:54:51.814383
THOMASST, ,06:51:17,2019-06-13 06:54:51.814383
C/CHURCH, ,06:51:17,2019-06-13 06:54:51.814383
SETANTA,178,06:51:17,2019-06-13 06:54:51.814383
DAWSON, ,06:51:17,2019-06-13 06:54:51.814383
TRINITY,297,06:51:17,2019-06-13 06:54:51.814383
GREENRCS,1076,06:51:17,2019-06-13 06:54:51.814383
DRURY, ,06:51:17,2019-06-13 06:54:51.814383
B/THOMAS, ,06:51:17,2019-06-13 06:54:51.814383
PARNELL,453,06:51:17,2019-06-13 06:59:52.015943
ILAC, ,06:51:17,2019-06-13 06:59:52.015943
JERVIS, ,06:51:17,2019-06-13 06:59:52.015943
ARNOTTS, ,06:51:17,2019-06-13 06:59:52.015943
MARLBORO,123,06:51:17,2019-06-13 06:59:52.015943
ABBEY, ,06:51:17,2019-06-13 06:59:52.015943
THOMASST, ,06:51:17,2019-06-13 06:59:52.015943
C/CHURCH, ,06:51:17,2019-06-13 06:59:52.015943
SETANTA,178,06:51:17,2019-06-13 06:59:52.015943
DAWSON, ,06:51:17,2019-06-13 06:59:52.015943
TRINITY,297,06:51:17,2019-06-13 06:59:52.015943
GREENRCS,1076,06:51:17,2019-06-13 06:59:52.015943
DRURY, ,06:51:17,2019-06-13 06:59:52.015943
B/THOMAS, ,06:51:17,2019-06-13 06:59:52.015943
PARNELL,438,07:01:17,2019-06-13 07:04:52.174763
ILAC,995,07:01:17,2019-06-13 07:04:52.174763
JERVIS,991,07:01:17,2019-06-13 07:04:52.174763
ARNOTTS, ,07:01:17,2019-06-13 07:04:52.174763
MARLBORO,115,07:01:17,2019-06-13 07:04:52.174763
ABBEY, ,07:01:17,2019-06-13 07:04:52.174763
THOMASST,225,07:01:17,2019-06-13 07:04:52.174763
C/CHURCH,110,07:01:17,2019-06-13 07:04:52.174763
SETANTA,174,07:01:17,2019-06-13 07:04:52.174763
DAWSON,350,07:01:17,2019-06-13 07:04:52.174763
TRINITY,287,07:01:17,2019-06-13 07:04:52.174763
GREENRCS,1065,07:01:17,2019-06-13 07:04:52.174763
DRURY, ,07:01:17,2019-06-13 07:04:52.174763
B/THOMAS,378,07:01:17,2019-06-13 07:04:52.174763
PARNELL,432,07:05:17,2019-06-13 07:09:52.522111
ILAC,995,07:05:17,2019-06-13 07:09:52.522111
JERVIS,989,07:05:17,2019-06-13 07:09:52.522111
ARNOTTS, ,07:05:17,2019-06-13 07:09:52.522111
MARLBORO,114,07:05:17,2019-06-13 07:09:52.522111
ABBEY, ,07:05:17,2019-06-13 07:09:52.522111
THOMASST,223,07:05:17,2019-06-13 07:09:52.522111
C/CHURCH,110,07:05:17,2019-06-13 07:09:52.522111
SETANTA,173,07:05:17,2019-06-13 07:09:52.522111
DAWSON,347,07:05:17,2019-06-13 07:09:52.522111
TRINITY,285,07:05:17,2019-06-13 07:09:52.522111
GREENRCS, ,07:05:17,2019-06-13 07:09:52.522111
DRURY, ,07:05:17,2019-06-13 07:09:52.522111
B/THOMAS,378,07:05:17,2019-06-13 07:09:52.522111
PARNELL,432,07:05:17,2019-06-13 07:14:52.729619
ILAC,995,07:05:17,2019-06-13 07:14:52.729619
JERVIS,989,07:05:17,2019-06-13 07:14:52.729619
ARNOTTS, ,07:05:17,2019-06-13 07:14:52.729619
MARLBORO,114,07:05:17,2019-06-13 07:14:52.729619
ABBEY, ,07:05:17,2019-06-13 07:14:52.729619
THOMASST,223,07:05:17,2019-06-13 07:14:52.729619
C/CHURCH,110,07:05:17,2019-06-13 07:14:52.729619
SETANTA,173,07:05:17,2019-06-13 07:14:52.729619
DAWSON,347,07:05:17,2019-06-13 07:14:52.729619
TRINITY,285,07:05:17,2019-06-13 07:14:52.729619
GREENRCS, ,07:05:17,2019-06-13 07:14:52.729619
DRURY, ,07:05:17,2019-06-13 07:14:52.729619
B/THOMAS,378,07:05:17,2019-06-13 07:14:52.729619
PARNELL,421,07:15:17,2019-06-13 07:19:52.910736
ILAC,993,07:15:17,2019-06-13 07:19:52.910736
JERVIS,977,07:15:17,2019-06-13 07:19:52.910736
ARNOTTS, ,07:15:17,2019-06-13 07:19:52.910736
MARLBORO,112,07:15:17,2019-06-13 07:19:52.910736
ABBEY, ,07:15:17,2019-06-13 07:19:52.910736
THOMASST,222,07:15:17,2019-06-13 07:19:52.910736
C/CHURCH,110,07:15:17,2019-06-13 07:19:52.910736
SETANTA,170,07:15:17,2019-06-13 07:19:52.910736
DAWSON,344,07:15:17,2019-06-13 07:19:52.910736
TRINITY,277,07:15:17,2019-06-13 07:19:52.910736
GREENRCS,1051,07:15:17,2019-06-13 07:19:52.910736
DRURY, ,07:15:17,2019-06-13 07:19:52.910736
B/THOMAS,378,07:15:17,2019-06-13 07:19:52.910736
PARNELL,415,07:21:17,2019-06-13 07:24:53.109926
ILAC,993,07:21:17,2019-06-13 07:24:53.109926
JERVIS,966,07:21:17,2019-06-13 07:24:53.109926
ARNOTTS, ,07:21:17,2019-06-13 07:24:53.109926
MARLBORO,109,07:21:17,2019-06-13 07:24:53.109926
ABBEY, ,07:21:17,2019-06-13 07:24:53.109926
THOMASST,221,07:21:17,2019-06-13 07:24:53.109926
C/CHURCH,106,07:21:17,2019-06-13 07:24:53.109926
SETANTA,166,07:21:17,2019-06-13 07:24:53.109926
DAWSON,335,07:21:17,2019-06-13 07:24:53.109926
TRINITY,270,07:21:17,2019-06-13 07:24:53.109926
GREENRCS, ,07:21:17,2019-06-13 07:24:53.109926
DRURY, ,07:21:17,2019-06-13 07:24:53.109926
B/THOMAS,377,07:21:17,2019-06-13 07:24:53.109926
PARNELL,415,07:21:17,2019-06-13 07:29:53.234725
ILAC,993,07:21:17,2019-06-13 07:29:53.234725
JERVIS,966,07:21:17,2019-06-13 07:29:53.234725
ARNOTTS, ,07:21:17,2019-06-13 07:29:53.234725
MARLBORO,109,07:21:17,2019-06-13 07:29:53.234725
ABBEY, ,07:21:17,2019-06-13 07:29:53.234725
THOMASST,221,07:21:17,2019-06-13 07:29:53.234725
C/CHURCH,106,07:21:17,2019-06-13 07:29:53.234725
SETANTA,166,07:21:17,2019-06-13 07:29:53.234725
DAWSON,335,07:21:17,2019-06-13 07:29:53.234725
TRINITY,270,07:21:17,2019-06-13 07:29:53.234725
GREENRCS, ,07:21:17,2019-06-13 07:29:53.234725
DRURY, ,07:21:17,2019-06-13 07:29:53.234725
B/THOMAS,377,07:21:17,2019-06-13 07:29:53.234725
PARNELL,396,07:31:17,2019-06-13 07:34:53.529691
ILAC,990,07:31:17,2019-06-13 07:34:53.529691
JERVIS,957,07:31:17,2019-06-13 07:34:53.529691
ARNOTTS,326,07:31:17,2019-06-13 07:34:53.529691
MARLBORO,101,07:31:17,2019-06-13 07:34:53.529691
ABBEY, ,07:31:17,2019-06-13 07:34:53.529691
THOMASST,219,07:31:17,2019-06-13 07:34:53.529691
C/CHURCH,103,07:31:17,2019-06-13 07:34:53.529691
SETANTA,160,07:31:17,2019-06-13 07:34:53.529691
DAWSON,331,07:31:17,2019-06-13 07:34:53.529691
TRINITY,266,07:31:17,2019-06-13 07:34:53.529691
GREENRCS, ,07:31:17,2019-06-13 07:34:53.529691
DRURY,322,07:31:17,2019-06-13 07:34:53.529691
B/THOMAS,376,07:31:17,2019-06-13 07:34:53.529691
PARNELL,396,07:31:17,2019-06-13 07:39:53.968065
ILAC,990,07:31:17,2019-06-13 07:39:53.968065
JERVIS,957,07:31:17,2019-06-13 07:39:53.968065
ARNOTTS,326,07:31:17,2019-06-13 07:39:53.968065
MARLBORO,101,07:31:17,2019-06-13 07:39:53.968065
ABBEY, ,07:31:17,2019-06-13 07:39:53.968065
THOMASST,219,07:31:17,2019-06-13 07:39:53.968065
C/CHURCH,103,07:31:17,2019-06-13 07:39:53.968065
SETANTA,160,07:31:17,2019-06-13 07:39:53.968065
DAWSON,331,07:31:17,2019-06-13 07:39:53.968065
TRINITY,266,07:31:17,2019-06-13 07:39:53.968065
GREENRCS, ,07:31:17,2019-06-13 07:39:53.968065
DRURY,322,07:31:17,2019-06-13 07:39:53.968065
B/THOMAS,376,07:31:17,2019-06-13 07:39:53.968065
PARNELL,391,07:35:17,2019-06-13 07:44:54.256694
ILAC,990,07:35:17,2019-06-13 07:44:54.256694
JERVIS,950,07:35:17,2019-06-13 07:44:54.256694
ARNOTTS,325,07:35:17,2019-06-13 07:44:54.256694
MARLBORO,96,07:35:17,2019-06-13 07:44:54.256694
ABBEY, ,07:35:17,2019-06-13 07:44:54.256694
THOMASST,217,07:35:17,2019-06-13 07:44:54.256694
C/CHURCH,101,07:35:17,2019-06-13 07:44:54.256694
SETANTA,158,07:35:17,2019-06-13 07:44:54.256694
DAWSON,329,07:35:17,2019-06-13 07:44:54.256694
TRINITY,266,07:35:17,2019-06-13 07:44:54.256694
GREENRCS, ,07:35:17,2019-06-13 07:44:54.256694
DRURY,322,07:35:17,2019-06-13 07:44:54.256694
B/THOMAS,376,07:35:17,2019-06-13 07:44:54.256694
PARNELL,362,07:47:17,2019-06-13 07:49:54.447790
ILAC,983,07:47:17,2019-06-13 07:49:54.447790
JERVIS,932,07:47:17,2019-06-13 07:49:54.447790
ARNOTTS,325,07:47:17,2019-06-13 07:49:54.447790
MARLBORO,91,07:47:17,2019-06-13 07:49:54.447790
ABBEY, ,07:47:17,2019-06-13 07:49:54.447790
THOMASST,216,07:47:17,2019-06-13 07:49:54.447790
C/CHURCH,102,07:47:17,2019-06-13 07:49:54.447790
SETANTA, ,07:47:17,2019-06-13 07:49:54.447790
DAWSON,314,07:47:17,2019-06-13 07:49:54.447790
TRINITY,261,07:47:17,2019-06-13 07:49:54.447790
GREENRCS, ,07:47:17,2019-06-13 07:49:54.447790
DRURY,308,07:47:17,2019-06-13 07:49:54.447790
B/THOMAS,378,07:47:17,2019-06-13 07:49:54.447790
PARNELL,356,07:51:17,2019-06-13 07:54:54.590376
ILAC,981,07:51:17,2019-06-13 07:54:54.590376
JERVIS,926,07:51:17,2019-06-13 07:54:54.590376
ARNOTTS,324,07:51:17,2019-06-13 07:54:54.590376
MARLBORO,85,07:51:17,2019-06-13 07:54:54.590376
ABBEY, ,07:51:17,2019-06-13 07:54:54.590376
THOMASST,214,07:51:17,2019-06-13 07:54:54.590376
C/CHURCH,102,07:51:17,2019-06-13 07:54:54.590376
SETANTA,149,07:51:17,2019-06-13 07:54:54.590376
DAWSON,308,07:51:17,2019-06-13 07:54:54.590376
TRINITY,255,07:51:17,2019-06-13 07:54:54.590376
GREENRCS, ,07:51:17,2019-06-13 07:54:54.590376
DRURY,302,07:51:17,2019-06-13 07:54:54.590376
B/THOMAS,382,07:51:17,2019-06-13 07:54:54.590376
PARNELL,356,07:51:17,2019-06-13 07:59:54.994998
ILAC,981,07:51:17,2019-06-13 07:59:54.994998
JERVIS,926,07:51:17,2019-06-13 07:59:54.994998
ARNOTTS,324,07:51:17,2019-06-13 07:59:54.994998
MARLBORO,85,07:51:17,2019-06-13 07:59:54.994998
ABBEY, ,07:51:17,2019-06-13 07:59:54.994998
THOMASST,214,07:51:17,2019-06-13 07:59:54.994998
C/CHURCH,102,07:51:17,2019-06-13 07:59:54.994998
SETANTA,149,07:51:17,2019-06-13 07:59:54.994998
DAWSON,308,07:51:17,2019-06-13 07:59:54.994998
TRINITY,255,07:51:17,2019-06-13 07:59:54.994998
GREENRCS, ,07:51:17,2019-06-13 07:59:54.994998
DRURY,302,07:51:17,2019-06-13 07:59:54.994998
B/THOMAS,382,07:51:17,2019-06-13 07:59:54.994998
PARNELL,338,08:01:17,2019-06-13 08:04:55.169588
ILAC,977,08:01:17,2019-06-13 08:04:55.169588
JERVIS,916,08:01:17,2019-06-13 08:04:55.169588
ARNOTTS,323,08:01:17,2019-06-13 08:04:55.169588
MARLBORO,78,08:01:17,2019-06-13 08:04:55.169588
ABBEY, ,08:01:17,2019-06-13 08:04:55.169588
THOMASST,211,08:01:17,2019-06-13 08:04:55.169588
C/CHURCH,98,08:01:17,2019-06-13 08:04:55.169588
SETANTA,144,08:01:17,2019-06-13 08:04:55.169588
DAWSON,300,08:01:17,2019-06-13 08:04:55.169588
TRINITY,249,08:01:17,2019-06-13 08:04:55.169588
GREENRCS, ,08:01:17,2019-06-13 08:04:55.169588
DRURY,296,08:01:17,2019-06-13 08:04:55.169588
B/THOMAS,380,08:01:17,2019-06-13 08:04:55.169588
PARNELL,333,08:05:17,2019-06-13 08:09:55.629430
ILAC,977,08:05:17,2019-06-13 08:09:55.629430
JERVIS,906,08:05:17,2019-06-13 08:09:55.629430
ARNOTTS,323,08:05:17,2019-06-13 08:09:55.629430
MARLBORO,76,08:05:17,2019-06-13 08:09:55.629430
ABBEY, ,08:05:17,2019-06-13 08:09:55.629430
THOMASST,211,08:05:17,2019-06-13 08:09:55.629430
C/CHURCH,101,08:05:17,2019-06-13 08:09:55.629430
SETANTA,144,08:05:17,2019-06-13 08:09:55.629430
DAWSON,296,08:05:17,2019-06-13 08:09:55.629430
TRINITY,245,08:05:17,2019-06-13 08:09:55.629430
